party,press_release,claim_number,chars,words
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,8,83,9
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,9,115,12
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,10,94,9
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,11,94,10
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,12,114,12
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,13,66,7
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,1,69,7
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,2,126,12
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,3,113,11
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,4,68,9
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,5,104,11
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,6,151,15
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,7,157,16
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,8,138,15
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,1,179,19
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,2,202,23
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,3,131,13
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,4,160,18
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,5,135,16
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,6,124,12
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,1,89,9
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,2,109,13
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,3,117,13
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,4,118,13
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,5,117,14
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,6,99,11
Democratic,20221207-addis-issues-statement-federal-offshore-wind-auction-results.txt,1,84,9
Democratic,20221207-addis-issues-statement-federal-offshore-wind-auction-results.txt,2,92,9
Democratic,20221207-addis-issues-statement-federal-offshore-wind-auction-results.txt,3,113,13
Democratic,20221212-new-year-new-laws.txt,1,153,15
Democratic,20221212-new-year-new-laws.txt,2,182,18
Democratic,20221212-new-year-new-laws.txt,3,143,13
Democratic,20221212-new-year-new-laws.txt,4,139,11
Democratic,20221212-new-year-new-laws.txt,5,158,17
Democratic,20221212-new-year-new-laws.txt,6,136,13
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,1,85,9
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,2,114,11
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,3,106,13
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,4,137,16
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,5,117,12
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,6,145,16
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,7,115,11
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,8,136,14
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,9,96,9
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,10,70,7
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,1,124,10
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,2,53,5
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,3,126,10
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,4,120,13
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,5,130,11
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,6,133,13
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,7,178,17
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,8,83,9
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,1,100,10
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,2,87,10
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,3,100,10
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,4,124,14
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,5,92,10
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,6,82,10
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,7,188,18
Democratic,20230224-black-history-month-celebration.txt,1,127,14
Democratic,20230224-black-history-month-celebration.txt,2,91,11
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,1,164,14
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,2,128,12
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,3,81,8
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,4,81,8
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,5,83,8
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,6,96,9
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,7,132,13
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,8,101,10
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,9,80,9
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,10,151,18
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,11,152,16
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,12,128,12
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,13,106,9
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,14,107,9
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,15,147,14
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,1,110,11
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,2,109,12
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,3,142,14
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,4,110,13
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,5,71,10
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,6,125,13
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,7,129,12
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,8,100,10
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,9,80,9
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,1,94,9
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,2,48,5
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,3,91,10
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,4,92,8
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,5,138,14
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,6,107,8
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,7,77,8
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,8,94,9
Democratic,20230420-statement-assemblywoman-petrie-norris-hearing-fentanyl-bills.txt,1,76,8
Democratic,20230420-statement-assemblywoman-petrie-norris-hearing-fentanyl-bills.txt,2,83,7
Democratic,20230420-statement-assemblywoman-petrie-norris-hearing-fentanyl-bills.txt,3,99,9
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,1,92,8
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,2,58,5
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,3,113,11
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,4,138,13
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,5,88,9
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,6,124,14
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,7,89,9
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,1,80,9
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,2,99,11
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,3,159,16
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,4,96,10
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,5,76,7
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,6,89,8
Democratic,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,1,185,19
Democratic,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,2,111,13
Democratic,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,3,119,14
Democratic,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,4,110,14
Democratic,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,5,92,11
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,1,158,18
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,2,123,12
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,3,120,12
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,4,111,11
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,5,116,11
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,6,100,12
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,7,139,13
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,8,139,14
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,9,108,12
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,10,81,10
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,11,166,14
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,12,140,16
Democratic,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,1,108,14
Democratic,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,2,127,12
Democratic,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,3,99,10
Democratic,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,4,86,10
Democratic,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,5,86,8
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,1,136,14
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,2,55,6
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,3,81,7
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,4,59,6
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,5,113,11
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,6,157,19
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,7,91,9
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,1,91,9
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,2,99,11
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,3,66,8
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,4,100,11
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,5,92,9
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,6,52,8
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,7,70,7
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,8,78,9
Democratic,20230714-statement-bill-ensure-traffic-safety-and-protect-e-bike-riders.txt,1,134,16
Democratic,20230714-statement-bill-ensure-traffic-safety-and-protect-e-bike-riders.txt,2,68,9
Democratic,20230714-statement-bill-ensure-traffic-safety-and-protect-e-bike-riders.txt,3,101,11
Democratic,20230714-statement-bill-ensure-traffic-safety-and-protect-e-bike-riders.txt,4,71,8
Democratic,20230714-statement-bill-ensure-traffic-safety-and-protect-e-bike-riders.txt,5,87,8
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,1,114,10
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,2,123,12
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,3,94,11
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,4,106,11
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,5,115,13
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,6,105,11
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,7,154,15
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,8,73,9
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,9,77,7
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,10,125,10
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,11,89,9
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,12,84,8
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,1,130,14
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,2,59,6
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,3,94,8
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,4,96,11
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,5,88,8
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,6,97,8
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,7,126,12
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,1,82,8
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,2,112,11
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,3,104,16
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,4,121,12
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,5,122,15
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,6,69,7
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,7,96,9
Democratic,20230906-6-bills-head-senate-floor.txt,1,68,7
Democratic,20230906-6-bills-head-senate-floor.txt,2,110,12
Democratic,20230906-6-bills-head-senate-floor.txt,3,107,11
Democratic,20230906-6-bills-head-senate-floor.txt,4,134,14
Democratic,20230906-6-bills-head-senate-floor.txt,5,85,9
Democratic,20230906-6-bills-head-senate-floor.txt,6,145,14
Democratic,20230906-6-bills-head-senate-floor.txt,7,169,15
Democratic,20230906-6-bills-head-senate-floor.txt,8,104,12
Democratic,20230906-6-bills-head-senate-floor.txt,9,84,10
Democratic,20230906-6-bills-head-senate-floor.txt,10,123,12
Democratic,20230906-6-bills-head-senate-floor.txt,11,79,9
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,1,64,9
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,2,103,11
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,3,98,12
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,4,87,9
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,5,70,9
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,6,104,13
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,1,148,12
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,2,97,12
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,3,131,14
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,4,73,7
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,5,98,9
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,6,145,14
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,1,67,7
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,2,53,7
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,3,27,5
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,4,131,14
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,5,90,9
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,6,137,14
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,7,50,6
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,8,115,10
Democratic,20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt,1,80,9
Democratic,20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt,2,87,10
Democratic,20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt,3,128,14
Democratic,20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt,4,94,8
Democratic,20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt,5,124,13
Democratic,20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt,6,114,13
Democratic,20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt,1,151,17
Democratic,20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt,2,174,19
Democratic,20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt,3,137,15
Democratic,20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt,4,96,11
Democratic,20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt,5,83,8
Democratic,20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt,6,83,8
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,1,116,13
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,2,81,7
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,3,64,6
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,4,111,11
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,5,65,6
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,6,111,10
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,7,45,4
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,8,78,8
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,9,117,12
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,10,131,14
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,11,144,13
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,12,99,9
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,13,134,15
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,14,89,7
Democratic,20231010-berman-champions-elections-bills-signed-governor.txt,1,113,10
Democratic,20231010-berman-champions-elections-bills-signed-governor.txt,2,110,10
Democratic,20231010-berman-champions-elections-bills-signed-governor.txt,3,80,8
Democratic,20231010-berman-champions-elections-bills-signed-governor.txt,4,132,14
Democratic,20231010-berman-champions-elections-bills-signed-governor.txt,5,146,13
Democratic,20231010-berman-champions-elections-bills-signed-governor.txt,6,163,16
Democratic,20231010-berman-champions-elections-bills-signed-governor.txt,7,114,13
Democratic,20231207-ramos-commends-la-city-council-helping-implement-feather-alert-system.txt,1,115,14
Democratic,20231207-ramos-commends-la-city-council-helping-implement-feather-alert-system.txt,2,72,8
Democratic,20231207-ramos-commends-la-city-council-helping-implement-feather-alert-system.txt,3,152,16
Democratic,20231207-ramos-commends-la-city-council-helping-implement-feather-alert-system.txt,4,136,14
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,1,129,16
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,2,119,13
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,3,53,5
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,4,141,15
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,5,107,10
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,6,100,9
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,7,116,13
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,8,131,15
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,9,85,8
Democratic,20240304-assemblymember-nguyen-announces-ab-3042-attorney-general-bonta-remove.txt,1,159,18
Democratic,20240304-assemblymember-nguyen-announces-ab-3042-attorney-general-bonta-remove.txt,2,183,21
Democratic,20240304-assemblymember-nguyen-announces-ab-3042-attorney-general-bonta-remove.txt,3,120,13
Democratic,20240304-assemblymember-nguyen-announces-ab-3042-attorney-general-bonta-remove.txt,4,135,16
Democratic,20240304-assemblymember-nguyen-announces-ab-3042-attorney-general-bonta-remove.txt,5,109,11
Democratic,20240304-assemblymember-nguyen-announces-ab-3042-attorney-general-bonta-remove.txt,6,80,8
Democratic,20240304-assemblymember-nguyen-announces-ab-3042-attorney-general-bonta-remove.txt,7,118,12
Democratic,20240403-speaker-robert-rivas-announces-gavilan-college-board-trustees-vice.txt,1,156,14
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,1,177,17
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,2,112,11
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,3,107,9
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,4,107,10
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,5,78,8
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,6,128,12
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,7,108,12
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,8,89,8
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,9,102,10
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,10,130,14
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,11,144,16
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,12,89,8
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,13,106,10
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,14,108,11
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,1,90,8
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,2,101,9
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,3,90,7
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,4,64,6
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,5,97,10
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,6,135,16
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,7,119,13
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,8,84,10
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,9,69,8
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,10,110,12
Democratic,20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt,1,77,7
Democratic,20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt,2,88,7
Democratic,20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt,3,94,10
Democratic,20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt,4,104,11
Democratic,20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt,5,107,13
Democratic,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,1,78,7
Democratic,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,2,65,9
Democratic,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,3,129,11
Democratic,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,4,110,11
Democratic,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,5,141,14
Democratic,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,6,94,9
Democratic,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,7,109,11
Democratic,20240725-ramos-comments-findings-his-prop-47-inland-empire-audit.txt,1,81,8
Democratic,20240725-ramos-comments-findings-his-prop-47-inland-empire-audit.txt,2,82,8
Democratic,20240725-ramos-comments-findings-his-prop-47-inland-empire-audit.txt,3,112,10
