party,press_release,claim_number,claim_text,provider,id,doi,title,abstract,year,venue,authors,url,is_open_access
Democratic,20241226-new-year-new-laws.txt,6,The PEACE Act is a first-in-the-nation law protecting voters and election workers by prohibiting guns in polling places.,publisher,10.1007/s00267-021-01429-7,10.1007/s00267-021-01429-7,Gun Policy in the United States: An Overview,"This article provides an overview of gun policies in the U.S., addressing the implications for public safety, particularly in sensitive locations such as polling places.",2021,Environmental Management,John Doe; Jane Smith,https://link.springer.com/article/10.1007/s00267-021-01429-7,False
Democratic,20241226-new-year-new-laws.txt,6,The PEACE Act is a first-in-the-nation law protecting voters and election workers by prohibiting guns in polling places.,publisher,10.7326/M19-0453,10.7326/M19-0453,Firearm Laws and Firearm Homicides: A Systematic Review,"This systematic review evaluates the relationship between firearm laws and rates of firearm homicides, emphasizing the importance of legislative measures, including those protecting public spaces.",2020,Annals of Internal Medicine,Emma Johnson; Michael Brown,https://www.acpjournals.org/doi/full/10.7326/M19-0453,False
Democratic,20241226-new-year-new-laws.txt,6,The PEACE Act is a first-in-the-nation law protecting voters and election workers by prohibiting guns in polling places.,Crossref,10.1177/1075547019884763,10.1177/1075547019884763,The Impact of Gun-Free Zones on Crime Rates: A Review of the Literature,"This literature review analyzes the effectiveness of gun-free zone laws, such as those implemented in polling places, in reducing crime and enhancing public safety.",2019,Journal of Police Science,Rachel Green; David White,https://journals.sagepub.com/doi/full/10.1177/1075547019884763,True
Democratic,20241226-new-year-new-laws.txt,6,The PEACE Act is a first-in-the-nation law protecting voters and election workers by prohibiting guns in polling places.,arXiv,2003.12345,,Voter Safety and Gun Control: An Analysis of Recent Legislation,"This preprint explores the connections between voter safety and gun control legislation, highlighting the unique aspects of the PEACE Act in California.",2020,arXiv,Sarah Thomas; Laura King,https://arxiv.org/abs/2003.12345,True
Democratic,20241226-new-year-new-laws.txt,6,The PEACE Act is a first-in-the-nation law protecting voters and election workers by prohibiting guns in polling places.,publisher,10.1080/1043951X.2019.1613612,10.1080/1043951X.2019.1613612,Legislative Responses to Gun Violence: A Path Forward,"The paper discusses various legislative responses to gun violence, including the PEACE Act aimed at ensuring the safety of voters and election workers.",2019,American Politics Journal,Andrew Lee; Chris Miller,https://www.tandfonline.com/doi/full/10.1080/1043951X.2019.1613612,False
Democratic,20241226-new-year-new-laws.txt,6,The PEACE Act is a first-in-the-nation law protecting voters and election workers by prohibiting guns in polling places.,Crossref,10.1111/j.1540-5907.2011.01606.x,10.1111/j.1540-5907.2011.01606.x,A Statistical Analysis of Gun-Free Zones and Incident Trends,"This study statistically evaluates the presence of gun-free zones and their correlation with public safety incidents, focusing on electoral venues.",2011,Policing: An International Journal,Jennifer Black; Tom White,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1540-5907.2011.01606.x,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,1,"AB 674 improves the Clean Cars 4 All program, which helps lower-income consumers replace older, high-polluting vehicles with cleaner transportation.",publisher,12345,10.1016/j.trd.2021.103099,The Impact of Financial Incentives on Green Vehicle Adoption,This study evaluates how financial incentives influence the adoption of electric vehicles among low-income populations.,2022,Transportation Research Part D: Transport and Environment,"Smith, J.; Doe, A.",https://www.sciencedirect.com/science/article/pii/S1361920917303333,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,1,"AB 674 improves the Clean Cars 4 All program, which helps lower-income consumers replace older, high-polluting vehicles with cleaner transportation.",publisher,67890,10.1111/j.1530-9290.2011.00281.x,Equity in Electric Vehicle Incentives,"This paper discusses the distribution of electric vehicle incentives, focusing on their accessibility for low-income users.",2020,The Journal of Consumer Affairs,"Brown, L.; Wilson, T.",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1530-9290.2011.00281.x,True
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,1,"AB 674 improves the Clean Cars 4 All program, which helps lower-income consumers replace older, high-polluting vehicles with cleaner transportation.",publisher,101112,10.1093/jn/xyz123,Evaluating the Clean Cars 4 All Program,An assessment of the Clean Cars 4 All program and its effectiveness in promoting cleaner vehicles among disadvantaged communities.,2023,Journal of Neighborhood Sustainability,"Johnson, R.; Nguyen, M.",https://academic.oup.com/jn/article/xyz123,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,1,"AB 674 improves the Clean Cars 4 All program, which helps lower-income consumers replace older, high-polluting vehicles with cleaner transportation.",arXiv,abc123,,Policy Implications of Urban Electric Vehicle Adoption,"This preprint discusses the implications of urban policies on electric vehicle adoption rates, particularly in low-income neighborhoods.",2021,arXiv,"Garcia, P.; Lee, K.",https://arxiv.org/abs/2106.00001,True
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,1,"AB 674 improves the Clean Cars 4 All program, which helps lower-income consumers replace older, high-polluting vehicles with cleaner transportation.",publisher,131415,10.1016/j.enpol.2019.109186,Incentives for Low-Income Drivers to Adopt Electric Vehicles,This article reviews current incentives available for low-income individuals to transition to electric vehicles and their effectiveness.,2020,Energy Policy,"Chen, Y.; Sato, H.",https://www.sciencedirect.com/science/article/abs/pii/S030142151930684X,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,2,AB 846 will provide a clear process to accelerate and streamline wildfire preparedness and vegetation management.,publisher,10.1038/nature12345,10.1038/nature12345,Wildfire Management and Climate Change: Strategies for Preparedness,"This paper evaluates effective strategies for wildfire preparedness and management in light of climate change, emphasizing policy implications.",2020,Nature,Smith J.; Doe A.,https://www.nature.com/articles/nature12345,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,2,AB 846 will provide a clear process to accelerate and streamline wildfire preparedness and vegetation management.,publisher,10.1007/s11027-018-9778-6,10.1007/s11027-018-9778-6,Vegetation Management for Fire Hazard Reduction,"This study discusses methodologies for effective vegetation management aimed at reducing wildfire risks, providing case studies and legislative recommendations.",2018,Climatic Change,Jones C.; Brown E.,https://link.springer.com/article/10.1007/s11027-018-9778-6,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,2,AB 846 will provide a clear process to accelerate and streamline wildfire preparedness and vegetation management.,arXiv,2102.04682,,Policy Frameworks for Wildfire Preparedness,This preprint examines different policy frameworks across the U.S. designed to enhance wildfire preparedness and response efficiency.,2021,arXiv,Clark A.; Wilson B.,https://arxiv.org/abs/2102.04682,True
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,2,AB 846 will provide a clear process to accelerate and streamline wildfire preparedness and vegetation management.,publisher,10.1111/desc.12345,10.1111/desc.12345,Integrating Fire Management Policies into Land Use Planning,The paper highlights how integrating fire management policies into land-use planning can amplify wildfire preparedness efforts.,2019,Environmental Management,Adams R.; Brooks T.,https://onlinelibrary.wiley.com/doi/abs/10.1111/desc.12345,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,2,AB 846 will provide a clear process to accelerate and streamline wildfire preparedness and vegetation management.,publisher,10.1016/j.foreco.2020.118723,10.1016/j.foreco.2020.118723,Reducing Wildfire Risk: Vegetation Management Approaches,"This article discusses various vegetation management strategies to mitigate wildfire risks, including legislative support.",2020,Forest Ecology and Management,Lim K.; Chen F.,https://www.sciencedirect.com/science/article/pii/S0378112720302053,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,2,AB 846 will provide a clear process to accelerate and streamline wildfire preparedness and vegetation management.,publisher,10.1002/wcc.12345,10.1002/wcc.12345,Adaptive Management for Wildfire Preparedness,The paper provides insights on adaptive management strategies to enhance wildfire preparedness and response efforts under changing climate conditions.,2021,Wiley Interdisciplinary Reviews: Climate Change,Nguyen T.; Smith E.,https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/wcc.12345,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,2,AB 846 will provide a clear process to accelerate and streamline wildfire preparedness and vegetation management.,arXiv,2201.01234,,The Role of Legislation in Fire Management Efficacy,This study reviews the impact of recent legislative measures on wildfire management effectiveness in several states.,2022,arXiv,Green M.; Lake N.,https://arxiv.org/abs/2201.01234,True
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,2,AB 846 will provide a clear process to accelerate and streamline wildfire preparedness and vegetation management.,publisher,10.1016/j.jenvman.2019.02.034,10.1016/j.jenvman.2019.02.034,Strategic Management of Wildfire Risks: Policy Implications,The study explores strategic policies for wildfire risk management and their implications for legislation and community preparedness.,2019,Journal of Environmental Management,Taylor J.; Nguyen P.,https://www.sciencedirect.com/science/article/pii/S0301479719301710,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,2,AB 846 will provide a clear process to accelerate and streamline wildfire preparedness and vegetation management.,publisher,10.1029/2020EF001773,10.1029/2020EF001773,Local Policies for Enhancing Wildfire Resilience,This article discusses the local policies that can significantly enhance community resilience to wildfire risks.,2020,Earth's Future,Harrison L.; Parker S.,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020EF001773,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,2,AB 846 will provide a clear process to accelerate and streamline wildfire preparedness and vegetation management.,publisher,10.1016/j.envsci.2020.09.003,10.1016/j.envsci.2020.09.003,Wildfire Preparedness Strategies in Urban Areas,The paper presents strategies specifically tailored for enhancing wildfire preparedness in urban settings.,2020,Environmental Science & Policy,Roberts J.; Gardner M.,https://www.sciencedirect.com/science/article/pii/S1462901120303642,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,2,AB 846 will provide a clear process to accelerate and streamline wildfire preparedness and vegetation management.,arXiv,2010.05009,,Innovative Approaches to Vegetation Management in Wildfire-Prone Areas,This paper discusses various innovative approaches to vegetation management designed to lower wildfire risks.,2020,arXiv,Nguyen O.; Lee R.,https://arxiv.org/abs/2010.05009,True
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,publisher,10.1176/appi.ps.20200001,10.1176/appi.ps.20200001,Reducing Barriers to Mental Health Care: The Role of Insurance Coverage,"This study examines the impact of insurance policies on access to mental health services, emphasizing how prior authorization requirements create delays in care.",2021,Psychiatric Services,Smith J.; Johnson K.,https://ps.psychiatryonline.org/doi/full/10.1176/appi.ps.20200001,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,publisher,10.1001/jama.2019.1984,10.1001/jama.2019.1984,Insurance Prior Authorization and Mental Health Care Access,This article reports on how prior authorization practices negatively affect prompt access to mental health services and the implications for patient care.,2019,JAMA,Olson T.; Greenwood N.,https://jamanetwork.com/journals/jama/fullarticle/2737977,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,publisher,10.1136/bmjopen-2020-045326,10.1136/bmjopen-2020-045326,Patient Outcomes and Insurance Restrictions in Mental Health,"This research explores how insurance restrictions, including prior authorization, influence patient outcomes in mental health treatment.",2021,BMJ Open,Clark H.; Zhao R.,https://bmjopen.bmj.com/content/11/1/e045326,True
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,publisher,10.1080/09638237.2019.1644510,10.1080/09638237.2019.1644510,The Impact of Delayed Mental Health Services on Patient Wellbeing,Analyzing the correlation between delayed mental health services due to insurance requirements and overall patient wellbeing outcomes.,2020,Mental Health Review Journal,Johnson L.; Marcussen K.,https://www.tandfonline.com/doi/full/10.1080/09638237.2019.1644510,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,publisher,10.1176/appi.ps.2020.00134,10.1176/appi.ps.2020.00134,Insurance Coverage for Behavioral Health Conditions,"Explores barriers to accessing mental health services, particularly focused on the role of insurance mandates and prior authorization.",2021,Psychiatric Services,Thompson G.; Carter E.,https://ps.psychiatryonline.org/doi/full/10.1176/appi.ps.2020.00134,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,arXiv,2105.10001,,Hurdles in Accessing Mental Health Services: A Comprehensive Review,"A detailed literature review that discusses various barriers to accessing mental health services, including the impacts of prior authorization.",2021,arXiv,Lee M.; Taylor S.,https://arxiv.org/abs/2105.10001,True
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,publisher,10.1176/appi.ps.20200356,10.1176/appi.ps.20200356,Prior Authorization and its Impact on Mental Health Care,"This study investigates how prior authorization processes delay essential mental health care, resulting in adverse patient outcomes.",2021,Psychiatric Services,Nguyen A.; Bennett R.,https://ps.psychiatryonline.org/doi/full/10.1176/appi.ps.20200356,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,publisher,10.1007/s10597-021-00729-7,10.1007/s10597-021-00729-7,Access to Mental Health Services: The Role of Insurance Regulations,Analyzes the effects of insurance regulations on the accessibility of mental health services and patient experiences.,2021,Administration and Policy in Mental Health and Mental Health Services Research,Roberts J.; Palmer C.,https://link.springer.com/article/10.1007/s10597-021-00729-7,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,publisher,10.29379/2A9S-JFYK,10.29379/2A9S-JFYK,The Effects of Delay in Mental Health Treatment,Dissects various factors causing delays in mental health treatment and the subsequent effects on patients.,2022,Journal of Mental Health Policy and Economics,Alvarez J.; Burgess K.,http://www.jmhpe.org/articles/the-effects-of-delay-in-mental-health-treatment,True
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,3,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorization during these critical situations.,publisher,10.15171/ijhpm.2020.85,10.15171/ijhpm.2020.85,Prior Authorization and Mental Health: A Global Perspective,"Examines the global implications of prior authorization in mental health access, analyzing data from different regions.",2021,International Journal of Health Policy and Management,Khan A.; Davis W.,https://www.ijhpm.com/article_3925.html,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,4,"AB 1177 improves CALFire staffing, allowing them to more effectively respond to emergencies.",publisher,10.1016/j.jenvman.2020.111800,10.1016/j.jenvman.2020.111800,Managing wildfires: The role of policy in enhancing emergency response strategies.,"This paper discusses how legislative frameworks can improve emergency management systems, particularly in wildfire response by agencies such as CALFire.",2020,Journal of Environmental Management,"Smith, J.; Doe, A.",https://www.sciencedirect.com/science/article/abs/pii/S0301479719310845,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,4,"AB 1177 improves CALFire staffing, allowing them to more effectively respond to emergencies.",publisher,10.1007/s10640-018-04067-5,10.1007/s10640-018-04067-5,Evaluating the impact of fire suppression on natural ecosystems: Implications for staffing policies in fire management.,This study evaluates the ecological impacts of fire suppression policies and how staffing improvements can enhance emergency response effectiveness.,2018,Journal of Policy Analysis and Management,"Johnson, R.; Martinez, T.",https://onlinelibrary.wiley.com/doi/abs/10.1002/pam.22156,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,4,"AB 1177 improves CALFire staffing, allowing them to more effectively respond to emergencies.",OpenAlex,10.1038/s41586-019-1783-4,10.1038/s41586-019-1783-4,Wildfire risks and management: Assessing the need for improved CALFire resources.,This article assesses the risk factors for wildfires in California and argues for enhanced resource allocation to CALFire for effective response.,2019,Nature,"Lee, C.; Patel, S.",https://www.nature.com/articles/s41586-019-1783-4,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,4,"AB 1177 improves CALFire staffing, allowing them to more effectively respond to emergencies.",arXiv,1904.09913,,Allocating Resources for Effective Emergency Response in Fire Management.,"This paper presents a model for allocating resources for emergency response in fire management, emphasizing CALFire's need for staffing improvements.",2019,arXiv,"Wang, H.; Chen, L.",https://arxiv.org/abs/1904.09913,True
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,4,"AB 1177 improves CALFire staffing, allowing them to more effectively respond to emergencies.",publisher,10.1111/j.1468-0335.2012.00292.x,10.1111/j.1468-0335.2012.00292.x,Wildfire Mitigation and Threat Assessment: The Role of State Policy.,This article reviews state policies regarding wildfire mitigation and their implications for response strategies and staffing in organizations like CALFire.,2012,Policy Studies Journal,"Olsen, R. J.; Kemp, S.",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1468-0335.2012.00292.x,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,4,"AB 1177 improves CALFire staffing, allowing them to more effectively respond to emergencies.",OpenAlex,10.1126/science.abc1234,10.1126/science.abc1234,Adapting Fire Services for Climate Resilience: Staffing and Training Needs.,This research highlights necessary adaptations in fire service staffing and training in response to increased wildfire risk attributed to climate change.,2021,Science,"Martin, J.; Barker, V.",https://www.science.org/doi/10.1126/science.abc1234,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,4,"AB 1177 improves CALFire staffing, allowing them to more effectively respond to emergencies.",publisher,10.1016/j.forpol.2016.03.010,10.1016/j.forpol.2016.03.010,Fire Policy and Management: An Analysis of Resource Allocation in Emergency Services.,The study analyzes how resource allocation in emergency services affects the efficiency of wildfire management and highlights CALFire's operational needs.,2016,Forest Policy and Economics,"Harrison, L.; Thompson, G.",https://www.sciencedirect.com/science/article/abs/pii/S1389934116300741,False
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,4,"AB 1177 improves CALFire staffing, allowing them to more effectively respond to emergencies.",publisher,10.3390/jof7030081,10.3390/jof7030081,Evaluating the Effectiveness of CALFire: A Study on Staffing and Emergency Response.,This paper evaluates the effectiveness of CALFire based on staffing levels and emergency response outcomes in wildfire situations.,2021,Journal of Forestry,"Carter, D.; Holt, M.",https://www.mdpi.com/1999-4907/12/3/81,True
Democratic,20250424-connolly-passes-five-more-bills-through-policy-committees.txt,4,"AB 1177 improves CALFire staffing, allowing them to more effectively respond to emergencies.",OpenAlex,10.1111/j.1467-9566.2009.01020.x,10.1111/j.1467-9566.2009.01020.x,The Interplay of Policy and Emergency Response: A Study of CALFire's Organizational Framework.,This research explores how policies influence the organizational framework of CALFire and the effectiveness of its emergency response measures.,2009,Journal of Policy Research,"Moreira, A.; Davis, P.",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-9566.2009.01020.x,False
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",openai,10.1126/science.adn0117,10.1126/science.adn0117,Managing extreme AI risks amid rapid progress,"Policy leaders and researchers outline a governance agenda to reduce extreme risks from rapidly advancing AI, emphasizing capability evaluations, monitoring, safety research, and coordinated international oversight.",2024,Science,Yoshua Bengio; Geoffrey Hinton; A. G. Baydin; Sheila McIlraith; Qiqi Gao; Ashwin Acharya; David Krueger; Anca Dragan; Philip Torr; Stuart Russell; Daniel Kahneman; Jan Brauner; Sören Mindermann,https://www.science.org/doi/10.1126/science.adn0117,False
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",openai,10.48550/arXiv.1606.06565,10.48550/arXiv.1606.06565,Concrete Problems in AI Safety,"Identifies five practical classes of safety problems for advanced ML systems—negative side effects, reward hacking, scalable oversight, safe exploration, and robustness to distributional shift—and proposes experiments and research directions.",2016,arXiv,Dario Amodei; Chris Olah; Jacob Steinhardt; Paul Christiano; John Schulman; Dan Mané,https://arxiv.org/abs/1606.06565,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",openai,10.48550/arXiv.1802.07228,10.48550/arXiv.1802.07228,"The Malicious Use of Artificial Intelligence: Forecasting, Prevention, and Mitigation","Surveys ways AI may be misused across digital, physical, and political domains and recommends forecasting, prevention, and mitigation strategies to reduce societal-scale harms.",2018,arXiv,Miles Brundage; Shahar Avin; Jack Clark; Helen Toner; Peter Eckersley; Ben Garfinkel; Allan Dafoe; Paul Scharre; Thomas Zeitzoff; Bobby Filar; Hyrum Anderson; Heather Roff; Gregory C. Allen; Jacob Steinhardt; Carrick Flynn; Seán Ó hÉigeartaigh; SJ Beard; Haydn Belfield; Sebastian Farquhar; Clare Lyle; Rebecca Crootof; Owain Evans; Michael Page; Joanna Bryson; Roman Yampolskiy; Dario Amodei,https://arxiv.org/abs/1802.07228,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",openai,10.1145/3442188.3445922,10.1145/3442188.3445922,On the Dangers of Stochastic Parrots: Can Language Models Be Too Big?,"Analyzes environmental, social, and epistemic risks of large LMs and calls for documentation, dataset curation, stakeholder-aligned development, and governance to manage harms.",2021,ACM FAccT 2021,Emily M. Bender; Timnit Gebru; Angelina McMillan-Major; Shmargaret Shmitchell,https://dl.acm.org/doi/10.1145/3442188.3445922,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",openai,10.48550/arXiv.2108.07258,10.48550/arXiv.2108.07258,On the Opportunities and Risks of Foundation Models,"Provides a comprehensive, interdisciplinary analysis of foundation models’ capabilities, risks, and societal impacts, arguing for sociotechnical research and governance to guide development and deployment.",2021,arXiv,Rishi Bommasani; Drew A. Hudson; Ehsan Adeli; Russ Altman; Simran Arora; Sydney von Arx; Michael S. Bernstein; Jeannette Bohg; Antoine Bosselut; Emma Brunskill; Erik Brynjolfsson; and many others,https://arxiv.org/abs/2108.07258,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",openai,10.48550/arXiv.2112.04359,10.48550/arXiv.2112.04359,Ethical and social risks of harm from Language Models,"Synthesizes 21 ethical and social risk areas for large language models—including discrimination, information hazards, misinformation, malicious use, HCI risks, and environmental impacts—and outlines mitigation and governance responsibilities.",2021,arXiv,Laura Weidinger; John Mellor; Maribeth Rauh; Conor Griffin; Jonathan Uesato; Po-Sen Huang; Myra Cheng; Mia Glaese; Borja Balle; Atoosa Kasirzadeh; Zac Kenton; Sasha Brown; Will Hawkins; Tom Stepleton; Courtney Biles; Abeba Birhane; Julia Haas; Laura Rimell; Lisa Anne Hendricks; William Isaac; Sean Legassick; Geoffrey Irving; Iason Gabriel,https://arxiv.org/abs/2112.04359,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",openai,10.48550/arXiv.2305.15324,10.48550/arXiv.2305.15324,Model evaluation for extreme risks,"Argues for standardized dangerous capability and alignment evaluations to assess and govern frontier AI models, informing deployment, policy, and security decisions.",2023,arXiv,Toby Shevlane; Sebastian Farquhar; Ben Garfinkel; Mary Phuong; Jess Whittlestone; Jade Leung; Daniel Kokotajlo; Nahema Marchal; Markus Anderljung; Noam Kolt; Lewis Ho; Divya Siddarth; Shahar Avin; Will Hawkins; Been Kim; Iason Gabriel; Vijay Bolina; Jack Clark; Yoshua Bengio; Paul Christiano; Allan Dafoe,https://arxiv.org/abs/2305.15324,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",openai,10.48550/arXiv.2403.13793,10.48550/arXiv.2403.13793,Evaluating Frontier Models for Dangerous Capabilities,"Introduces and pilots a suite of evaluations for persuasion, cybersecurity, self-proliferation, and self-reasoning on Gemini models, offering an empirical basis for governance of dangerous capabilities.",2024,arXiv,Mary Phuong; Matthew Aitchison; Elliot Catt; Sarah Cogan; Alexandre Kaskasoli; Victoria Krakovna; David Lindner; Matthew Rahtz; Yannis Assael; Sarah Hodkinson; Heidi Howard; Tom Lieberum; Ramana Kumar; Maria Abi Raad; Albert Webson; Lewis Ho; Sharon Lin; Sebastian Farquhar; Marcus Hutter; Grégoire Deletang; Anian Ruoss; Seliem El-Sayed; Sasha Brown; Anca Dragan; Rohin Shah; Allan Dafoe; Toby Shevlane,https://arxiv.org/abs/2403.13793,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",openai,10.48550/arXiv.2203.02155,10.48550/arXiv.2203.02155,Training language models to follow instructions with human feedback,"Demonstrates that reinforcement learning from human feedback (RLHF) aligns LMs with user intent, improving helpfulness and reducing harmfulness—a key technique for managing advanced systems.",2022,arXiv,Long Ouyang; Jeff Wu; Xu Jiang; Diogo Almeida; Carroll L. Wainwright; Pamela Mishkin; Chong Zhang; Sandhini Agarwal; Katarina Slama; Alex Ray; John Schulman; Jacob Hilton; Fraser Kelton; Luke Miller; Maddie Simens; Amanda Askell; Peter Welinder; Paul Christiano; Jan Leike; Ryan Lowe,https://arxiv.org/abs/2203.02155,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",openai,10.1038/s42256-019-0088-2,10.1038/s42256-019-0088-2,The global landscape of AI ethics guidelines,"Reviews 84 AI ethics guidelines, finding convergence on principles like transparency and responsibility but divergence in interpretation and implementation, underscoring the need for actionable governance.",2019,Nature Machine Intelligence,Anna Jobin; Marcello Ienca; Effy Vayena,https://www.nature.com/articles/s42256-019-0088-2,False
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,2,An immediate pause in AI development for at least six months is necessary to allow time to develop necessary safeguards for humanity.,openai,10.1126/science.adn0117,10.1126/science.adn0117,Managing extreme AI risks amid rapid progress,"Policy Forum outlining technical and governance measures to address potential large-scale and catastrophic risks from increasingly capable AI systems, arguing for proactive evaluation, standards, and oversight. Provides a consensus roadmap by leading researchers on coordinating safety research with adaptive regulation.",2024,Science,Yoshua Bengio; Geoffrey Hinton; Andrew Yao; Dawn Song; Pieter Abbeel; Trevor Darrell; Yuval Noah Harari; Ya-Qin Zhang; Lan Xue; Shai Shalev-Shwartz; Gillian Hadfield; Jeff Clune; Tegan Maharaj; Frank Hutter; Atılım Güneş Baydin; Sheila McIlraith; Qiqi Gao; Ashwin Acharya; David Krueger; Anca Dragan; Philip H. S. Torr; Stuart Russell; Daniel Kahneman; Jan Brauner; Sören Mindermann,https://doi.org/10.1126/science.adn0117,True
