party,uid,nli_deberta,nli_bart,claim,title
dem,dem|20230601-addis-bills-win-approval-state-assembly.txt|3|https://openalex.org/W1502529456,silent,silent,California community colleges can carry out student housing plans more efficiently by streamlining the approval process.,Percent Plans in College Admissions: A Comparative Analysis of Three States' Experiences.
dem,dem|20230601-addis-bills-win-approval-state-assembly.txt|3|10.1353/csd.2016.0057,silent,silent,California community colleges can carry out student housing plans more efficiently by streamlining the approval process.,"“Just Go In Looking Good”: The Resilience, Resistance, and Kinship-Building of Trans* College Students"
dem,dem|20230601-addis-bills-win-approval-state-assembly.txt|3|10.1093/jmammal/gyw078,silent,silent,California community colleges can carry out student housing plans more efficiently by streamlining the approval process.,2016 Guidelines of the American Society of Mammalogists for the use of wild mammals in research and education:
dem,dem|20230601-addis-bills-win-approval-state-assembly.txt|3|10.1177/0885412207299653,silent,silent,California community colleges can carry out student housing plans more efficiently by streamlining the approval process.,Making the Case for Affordable Housing: Connecting Housing with Health and Education Outcomes
dem,dem|20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt|3|10.2307/2167575,silent,silent,The Supreme Court's ruling honors the spirit of cultural preservation for Native American children.,The Traffic in Praise: Pindar and the Poetics of Social Economy.
dem,dem|20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt|3|https://openalex.org/W2461854777,refute,silent,The Supreme Court's ruling honors the spirit of cultural preservation for Native American children.,Rewriting Native Imperial History in New Spain: The Texcocan Dynasty
dem,dem|20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt|3|10.1162/tneq_a_00789,silent,silent,The Supreme Court's ruling honors the spirit of cultural preservation for Native American children.,"Terrapolitics in the Dawnland: Relationality, Resistance, and Indigenous Futures in the Native and Colonial Northeast"
dem,dem|20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt|3|https://openalex.org/W1537201907,silent,silent,The Supreme Court's ruling honors the spirit of cultural preservation for Native American children.,Culturally-Based Copyright Systems?: The U.S. and Korea in Conflict
dem,dem|20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt|3|https://openalex.org/W606990802,silent,refute,The Supreme Court's ruling honors the spirit of cultural preservation for Native American children.,"Secularizing the Sacrosanct: Defining ""Sacred"" for Native American Sacred Sites Protection Legislation"
dem,dem|20230712-state-california-delivers-80m-port-hueneme-paced-project.txt|3|10.1039/d1ee02118d,silent,silent,The funding will help transform the Port into a zero-emission hub.,Perspective on the hydrogen economy as a pathway to reach net-zero CO<sub>2</sub>emissions in Europe
dem,dem|20230712-state-california-delivers-80m-port-hueneme-paced-project.txt|3|10.3390/en15051817,silent,silent,The funding will help transform the Port into a zero-emission hub.,Renewable Energy System Controlled by Open-Source Tools and Digital Twin Model: Zero Energy Port Area in Italy
dem,dem|20230712-state-california-delivers-80m-port-hueneme-paced-project.txt|3|10.1016/j.worlddev.2018.12.006,silent,silent,The funding will help transform the Port into a zero-emission hub.,Agricultural investments and hunger in Africa modeling potential contributions to SDG2 – Zero Hunger
dem,dem|20230712-state-california-delivers-80m-port-hueneme-paced-project.txt|3|10.1088/1748-9326/ab6497,silent,silent,The funding will help transform the Port into a zero-emission hub.,Using supply chain data to monitor zero deforestation commitments: an assessment of progress in the Brazilian soy sector
dem,dem|20230712-state-california-delivers-80m-port-hueneme-paced-project.txt|3|10.3390/su13126939,silent,silent,The funding will help transform the Port into a zero-emission hub.,Business Model Blueprints for the Shared Mobility Hub Network
dem,dem|20230727-zbur-releases-statement-2023-2024-california-state-budget.txt|1|10.47678/cjhe.v46i2.184585,silent,silent,$3 billion in funding is allocated to provide resources toward housing and homelessness initiatives in California.,"International Students Attending Canadian Universities: Their Experiences with Housing, Finances, and Other Issues"
dem,dem|20230727-zbur-releases-statement-2023-2024-california-state-budget.txt|1|10.1146/annurev-lawsocsci-120814-121623,silent,silent,$3 billion in funding is allocated to provide resources toward housing and homelessness initiatives in California.,"Housing, Poverty, and the Law"
dem,dem|20230727-zbur-releases-statement-2023-2024-california-state-budget.txt|1|10.13140/rg.2.2.24794.88004,silent,silent,$3 billion in funding is allocated to provide resources toward housing and homelessness initiatives in California.,COVID-19: Rental housing and homelessness impacts - an initial analysis
dem,dem|20230727-zbur-releases-statement-2023-2024-california-state-budget.txt|1|10.15453/0191-5096.2044,silent,silent,$3 billion in funding is allocated to provide resources toward housing and homelessness initiatives in California.,Women and Homelessness: Evidence of Need to Look Beyond Shelters to Long Term Social Service Assistance and Permanent Ho
dem,dem|20230727-zbur-releases-statement-2023-2024-california-state-budget.txt|1|10.15453/0191-5096.3073,silent,silent,$3 billion in funding is allocated to provide resources toward housing and homelessness initiatives in California.,Theories of Urban Poverty and Implications for Public Housing Policy
dem,dem|20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt|1|10.3390/en16010012,silent,silent,Increasing gas storage at Aliso Canyon may compromise the safety of the community.,Review of the Monitoring Applications Involved in the Underground Storage of Natural Gas and CO2
dem,dem|20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt|1|10.1029/2019rg000675,silent,silent,Increasing gas storage at Aliso Canyon may compromise the safety of the community.,"Methane Mitigation: Methods to Reduce Emissions, on the Path to the Paris Agreement"
dem,dem|20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt|1|10.3390/en16176392,silent,silent,Increasing gas storage at Aliso Canyon may compromise the safety of the community.,Underground Gas Storage Monitoring Using Free and Open Source InSAR Data: A Case Study from Yela (Spain)
dem,dem|20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt|1|10.3390/en12234603,silent,silent,Increasing gas storage at Aliso Canyon may compromise the safety of the community.,Transmission-Scale Battery Energy Storage Systems: A Systematic Literature Review
dem,dem|20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt|1|10.3389/fenrg.2022.869264,silent,silent,Increasing gas storage at Aliso Canyon may compromise the safety of the community.,Communicating leakage risk in the hydrogen economy: Lessons already learned from geoenergy industries
dem,dem|20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt|4|https://openalex.org/W1604040248,silent,silent,There are ongoing investigations into last winter’s price spike by the CPUC and the Federal Energy Regulatory Commission.,"Dynamic Pricing, Advanced Metering, and Demand Response in Electricity Markets"
dem,dem|20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt|4|10.20357/b7ms40,silent,silent,There are ongoing investigations into last winter’s price spike by the CPUC and the Federal Energy Regulatory Commission.,"The California Demand Response Potential Study, Phase 3: Final Report on the Shift Resource through 2030"
dem,dem|20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt|4|10.1162/itgg.2009.4.4.57,silent,silent,There are ongoing investigations into last winter’s price spike by the CPUC and the Federal Energy Regulatory Commission.,A Graph Is Worth a Thousand Gigawatt-Hours: How California Came to Lead the United States in Energy Efficiency (<i>Innov
dem,dem|20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt|4|https://openalex.org/W3030131646,silent,silent,There are ongoing investigations into last winter’s price spike by the CPUC and the Federal Energy Regulatory Commission.,"Open-Source, Open-Architecture SoftwarePlatform for Plug-InElectric Vehicle SmartCharging in California"
dem,dem|20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt|4|https://openalex.org/W2137685860,silent,silent,There are ongoing investigations into last winter’s price spike by the CPUC and the Federal Energy Regulatory Commission.,Lessons from a Comparative Analysis of California and PJM Electricity Restructuring Models
dem,dem|20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt|5|10.1146/annurev-environ-110615-085725,silent,silent,The CPUC's decision to increase natural gas storage does not align with past actions of SoCal Gas regarding gas purchases.,"Grid Integration of Renewable Energy: Flexibility, Innovation, and Experience"
dem,dem|20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt|5|10.1088/1748-9326/aaf934,silent,silent,The CPUC's decision to increase natural gas storage does not align with past actions of SoCal Gas regarding gas purchases.,Addressing integration challenges of high shares of residential solar photovoltaics with battery storage and smart polic
dem,dem|20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt|5|10.56355/ijfrr.2024.2.2.0023,silent,silent,The CPUC's decision to increase natural gas storage does not align with past actions of SoCal Gas regarding gas purchases.,Regulatory policies for enhancing grid stability through the integration of renewable energy and battery energy storage 
dem,dem|20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt|5|10.5465/amj.2013.0657,support,silent,The CPUC's decision to increase natural gas storage does not align with past actions of SoCal Gas regarding gas purchases.,Converging Winds: Logic Hybridization in the Colorado Wind Energy Field
dem,dem|20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt|5|10.3389/fclim.2021.749021,silent,silent,The CPUC's decision to increase natural gas storage does not align with past actions of SoCal Gas regarding gas purchases.,Structural Power in Sustainability Transitions: Case Studies of Energy Storage Integration Into Regional Transmission Or
dem,dem|20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt|3|10.2105/ajph.2022.307140,silent,silent,Crisis Pregnancy Centers that offer or refer for abortion pill reversal are part of the new frontier of the anti-abortion movement.,Medication Abortion “Reversal” Laws: How Unsound Science Paved the Way for Dangerous Abortion Policy
dem,dem|20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt|3|10.2147/oajc.s9281,support,silent,Crisis Pregnancy Centers that offer or refer for abortion pill reversal are part of the new frontier of the anti-abortion movement.,Contraceptive practices in Nigeria: Literature review and recommendation for future policy decisions
dem,dem|20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt|3|10.25172/smulr.76.1.11,silent,silent,Crisis Pregnancy Centers that offer or refer for abortion pill reversal are part of the new frontier of the anti-abortion movement.,The Promise of Abortion Pills: Evidence on the Safety and Effectiveness of Self-Managed Medication Abortion and Opportun
dem,dem|20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt|3|10.7916/cjgl.v18i2.2569,support,silent,Crisis Pregnancy Centers that offer or refer for abortion pill reversal are part of the new frontier of the anti-abortion movement.,"Decisional Dignity: Teenage Abortion, Bypass Hearings, and the Misuse of Law"
dem,dem|20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt|3|10.1136/bmjgh-2022-008752,silent,silent,Crisis Pregnancy Centers that offer or refer for abortion pill reversal are part of the new frontier of the anti-abortion movement.,"Beyond abortion: impacts of the expanded global gag rule in Kenya, Madagascar and Nepal"
dem,dem|20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt|5|10.1001/journalofethics.2018.20.3.pfor1-1803,silent,silent,75% of crisis pregnancy centers in California do not have a licensed medical professional on site.,Why Crisis Pregnancy Centers Are Legal but Unethical
dem,dem|20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt|5|10.1186/1477-7517-1-5,silent,silent,75% of crisis pregnancy centers in California do not have a licensed medical professional on site.,Substance use during pregnancy: time for policy to catch up with research
dem,dem|20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt|5|10.1371/journal.pone.0249419,silent,silent,75% of crisis pregnancy centers in California do not have a licensed medical professional on site.,"A qualitative assessment of structural barriers to prenatal care and congenital syphilis prevention in Kern County, Cali"
dem,dem|20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt|5|10.1186/1743-422x-8-404,silent,silent,75% of crisis pregnancy centers in California do not have a licensed medical professional on site.,Lassa hemorrhagic fever in a late term pregnancy from northern sierra leone with a positive maternal outcome: case repor
dem,dem|20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt|5|https://openalex.org/W3435174,silent,silent,75% of crisis pregnancy centers in California do not have a licensed medical professional on site.,"""Conscience clauses"" or ""unconscionable clauses"": personal beliefs versus professional responsibilities."
dem,dem|20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt|1|10.3389/fmars.2022.830927,silent,silent,California has a robust offshore wind generation target of 25 gigawatts by 2045.,Anthropogenic Mixing in Seasonally Stratified Shelf Seas by Offshore Wind Farm Infrastructure
dem,dem|20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt|1|10.1016/j.ecmx.2023.100410,silent,silent,California has a robust offshore wind generation target of 25 gigawatts by 2045.,"United States offshore wind energy atlas: availability, potential, and economic insights based on wind speeds at differe"
dem,dem|20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt|1|10.3390/rs5094593,silent,silent,California has a robust offshore wind generation target of 25 gigawatts by 2045.,Stereoscopic Height and Wind Retrievals for Aerosol Plumes with the MISR INteractive eXplorer (MINX)
dem,dem|20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt|1|10.1371/journal.pone.0014461,silent,silent,California has a robust offshore wind generation target of 25 gigawatts by 2045.,"A Quantitative, Non-Destructive Methodology for Habitat Characterisation and Benthic Monitoring at Offshore Renewable En"
dem,dem|20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt|1|10.3390/en18010118,silent,silent,California has a robust offshore wind generation target of 25 gigawatts by 2045.,Benefits and Challenges of California Offshore Wind Electricity: An Updated Assessment
dem,dem|20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt|6|10.1145/2976749.2978339,silent,silent,The law aims to defend the most vulnerable individuals against online exploitation.,Targeted Online Password Guessing
dem,dem|20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt|6|10.1109/access.2021.3075203,silent,silent,The law aims to defend the most vulnerable individuals against online exploitation.,Vulnerabilities in Federated Learning
dem,dem|20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt|6|10.2139/ssrn.2315513,silent,silent,The law aims to defend the most vulnerable individuals against online exploitation.,Exploitation Creep and the Unmaking of Human Trafficking Law
dem,dem|20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt|6|10.1016/j.ijinfomgt.2022.102542,silent,silent,The law aims to defend the most vulnerable individuals against online exploitation.,"Metaverse beyond the hype: Multidisciplinary perspectives on emerging challenges, opportunities, and agenda for research"
dem,dem|20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt|6|10.3390/app9091788,silent,silent,The law aims to defend the most vulnerable individuals against online exploitation.,Assessing Blockchain Consensus and Security Mechanisms against the 51% Attack
dem,dem|20231010-berman-champions-elections-bills-signed-governor.txt|5|10.1093/pnasnexus/pgae191,silent,silent,AB 1037 expands the ability for election administrators to assist voters in curing inadvertent issues that impact the processing of their ballots.,The impact of generative artificial intelligence on socioeconomic inequalities and policy making
dem,dem|20231010-berman-champions-elections-bills-signed-governor.txt|5|https://openalex.org/W1527800413,silent,silent,AB 1037 expands the ability for election administrators to assist voters in curing inadvertent issues that impact the processing of their ballots.,"Medical errors: causes, cures, and capitalism."
dem,dem|20231010-berman-champions-elections-bills-signed-governor.txt|5|10.1089/elj.2023.0042,silent,silent,AB 1037 expands the ability for election administrators to assist voters in curing inadvertent issues that impact the processing of their ballots.,Policy Stability and Policy Change: Understanding Staffing Challenges in Oregon’s Local Elections Offices
dem,dem|20231010-berman-champions-elections-bills-signed-governor.txt|5|https://openalex.org/W207568443,silent,silent,AB 1037 expands the ability for election administrators to assist voters in curing inadvertent issues that impact the processing of their ballots.,Single-party rule in a multiparty age: Tanzania in comparative perspective
dem,dem|20231010-berman-champions-elections-bills-signed-governor.txt|5|10.5860/choice.44-0599,silent,silent,AB 1037 expands the ability for election administrators to assist voters in curing inadvertent issues that impact the processing of their ballots.,Making states work: state failure and the crisis of governance
dem,dem|20231010-berman-champions-elections-bills-signed-governor.txt|6|10.1017/s0022109017000862,silent,silent,Data from multiple statewide elections shows a pattern across the state that voters are not curing their ballots upon receiving notification at a significant ra,Political Uncertainty and IPO Activity: Evidence from U.S. Gubernatorial Elections
dem,dem|20231010-berman-champions-elections-bills-signed-governor.txt|6|10.1093/pan/mpr032,silent,silent,Data from multiple statewide elections shows a pattern across the state that voters are not curing their ballots upon receiving notification at a significant ra,"Elections and the Regression Discontinuity Design: Lessons from Close U.S. House Races, 1942–2008"
dem,dem|20231010-berman-champions-elections-bills-signed-governor.txt|6|10.1093/pan/mps023,silent,silent,Data from multiple statewide elections shows a pattern across the state that voters are not curing their ballots upon receiving notification at a significant ra,Validation: What Big Data Reveal About Survey Misreporting and the Real Electorate
dem,dem|20231010-berman-champions-elections-bills-signed-governor.txt|6|10.1371/journal.pone.0213500,silent,silent,Data from multiple statewide elections shows a pattern across the state that voters are not curing their ballots upon receiving notification at a significant ra,Social media’s contribution to political misperceptions in U.S. Presidential elections
dem,dem|20231010-berman-champions-elections-bills-signed-governor.txt|6|10.1215/03616878-8802162,silent,silent,Data from multiple statewide elections shows a pattern across the state that voters are not curing their ballots upon receiving notification at a significant ra,Pandemic Politics: Timing State-Level Social Distancing Responses to COVID-19
dem,dem|20231207-ramos-commends-la-city-council-helping-implement-feather-alert-system.txt|2|10.1111/1365-2435.12489,silent,silent,More than 70 percent of California Native Americans live in urban areas.,Ecological connectivity research in urban areas
dem,dem|20231207-ramos-commends-la-city-council-helping-implement-feather-alert-system.txt|2|10.1371/journal.pone.0010095,silent,silent,More than 70 percent of California Native Americans live in urban areas.,The Loss of Species: Mangrove Extinction Risk and Geographic Areas of Global Concern
dem,dem|20231207-ramos-commends-la-city-council-helping-implement-feather-alert-system.txt|2|10.3368/jhr.xli.2.221,silent,silent,More than 70 percent of California Native Americans live in urban areas.,Native Internal Migration and the Labor Market Impact of Immigration
dem,dem|20231207-ramos-commends-la-city-council-helping-implement-feather-alert-system.txt|2|10.48044/jauf.2008.048,silent,silent,More than 70 percent of California Native Americans live in urban areas.,A Ground-Based Method of Assessing Urban Forest Structure and Ecosystem Services
dem,dem|20231207-ramos-commends-la-city-council-helping-implement-feather-alert-system.txt|2|10.1161/cir.0000000000001168,silent,silent,More than 70 percent of California Native Americans live in urban areas.,2023 AHA/ACC/ACCP/ASPC/NLA/PCNA Guideline for the Management of Patients With Chronic Coronary Disease: A Report of the 
dem,dem|20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt|4|10.1016/j.outlook.2022.05.013,silent,silent,Expanding access to nursing training programs is necessary to tackle the workforce challenge in California.,The Future of Nursing 2020–2030: Charting a path to achieve health equity
dem,dem|20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt|4|10.1186/1478-4491-4-12,silent,silent,Expanding access to nursing training programs is necessary to tackle the workforce challenge in California.,"Not enough there, too many here: understanding geographical imbalances in the distribution of the health workforce"
dem,dem|20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt|4|10.1016/j.ijinfomgt.2023.102642,silent,silent,Expanding access to nursing training programs is necessary to tackle the workforce challenge in California.,"Opinion Paper: “So what if ChatGPT wrote it?” Multidisciplinary perspectives on opportunities, challenges and implicatio"
dem,dem|20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt|4|10.1093/ckj/sfv111,silent,silent,Expanding access to nursing training programs is necessary to tackle the workforce challenge in California.,The global nephrology workforce: emerging threats and potential solutions!
dem,dem|20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt|4|10.2471/blt.13.118810,silent,silent,Expanding access to nursing training programs is necessary to tackle the workforce challenge in California.,Tackling health workforce challenges to universal health coverage: setting targets and measuring progress
dem,dem|20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt|12|10.1093/heapol/18.1.84,silent,silent,Timely payments to small and rural hospitals are essential for their financial stability.,Payment system reform for health care providers in Korea
dem,dem|20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt|12|10.1161/cir.0000000000000753,silent,silent,Timely payments to small and rural hospitals are essential for their financial stability.,Call to Action: Rural Health: A Presidential Advisory From the American Heart Association and American Stroke Associatio
dem,dem|20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt|12|10.1093/heapol/czi029,silent,silent,Timely payments to small and rural hospitals are essential for their financial stability.,"Health care-seeking behaviour and out-of-pocket payments in Tbilisi, Georgia"
dem,dem|20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt|12|10.3390/agronomy11091833,silent,silent,Timely payments to small and rural hospitals are essential for their financial stability.,Determinants and Mechanisms of Digital Financial Inclusion Development: Based on Urban-Rural Differences
dem,dem|20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt|12|10.3390/jrfm15070287,silent,silent,Timely payments to small and rural hospitals are essential for their financial stability.,Fintech Innovations in the Financial Service Industry
dem,dem|20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt|14|10.1002/alz.13016,silent,silent,Small and rural hospitals rely on timely payments to operate efficiently and reduce financial vulnerability.,2023 Alzheimer's disease facts and figures
dem,dem|20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt|14|10.1093/heapol/18.1.84,silent,silent,Small and rural hospitals rely on timely payments to operate efficiently and reduce financial vulnerability.,Payment system reform for health care providers in Korea
dem,dem|20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt|14|10.1161/cir.0000000000000753,silent,silent,Small and rural hospitals rely on timely payments to operate efficiently and reduce financial vulnerability.,Call to Action: Rural Health: A Presidential Advisory From the American Heart Association and American Stroke Associatio
dem,dem|20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt|14|10.1016/j.worlddev.2022.105941,silent,silent,Small and rural hospitals rely on timely payments to operate efficiently and reduce financial vulnerability.,Economic and social development along the urban–rural continuum: New opportunities to inform policy
dem,dem|20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt|14|10.1146/annurev.energy.27.122001.083444,silent,silent,Small and rural hospitals rely on timely payments to operate efficiently and reduce financial vulnerability.,Renewable Energy Markets in Developing Countries
dem,dem|20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt|9|10.1016/j.jpain.2008.10.008,silent,silent,"California alone had over 7,300 deaths from opioid overdoses in 2023.",Clinical Guidelines for the Use of Chronic Opioid Therapy in Chronic Noncancer Pain
dem,dem|20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt|9|10.1016/s0140-6736(18)32203-7,silent,silent,"California alone had over 7,300 deaths from opioid overdoses in 2023.","Global, regional, and national age-sex-specific mortality for 282 causes of death in 195 countries and territories, 1980"
dem,dem|20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt|9|10.15585/mmwr.mm6817a3,silent,silent,"California alone had over 7,300 deaths from opioid overdoses in 2023.","Drug Overdose Deaths Involving Cocaine and Psychostimulants with Abuse Potential — United States, 2003–2017"
dem,dem|20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt|9|10.1111/add.16318,silent,silent,"California alone had over 7,300 deaths from opioid overdoses in 2023.","Charting the fourth wave: Geographic, temporal, race/ethnicity and demographic trends in polysubstance fentanyl overdose"
dem,dem|20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt|9|10.15585/mmwr.mm6734a2,silent,silent,"California alone had over 7,300 deaths from opioid overdoses in 2023.","Opportunities to Prevent Overdose Deaths Involving Prescription and Illicit Opioids, 11 States, July 2016–June 2017"
dem,dem|20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt|3|https://openalex.org/W2753048041,silent,silent,Continuing to pay for unused subscriptions costs consumers approximately $133 more each month.,Mobility-as-a-Service: Exploring Consumer Preferences for MaaS Subscription Packages Using a Stated Choice Experiment
dem,dem|20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt|3|10.3390/su14084589,silent,silent,Continuing to pay for unused subscriptions costs consumers approximately $133 more each month.,Can Digital Technologies Increase Consumer Acceptance of Circular Business Models? The Case of Second Hand Fashion
dem,dem|20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt|3|10.52214/cblr.v2012i1.13858,silent,silent,Continuing to pay for unused subscriptions costs consumers approximately $133 more each month.,Crowdfunding And The Federal Securities Laws
dem,dem|20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt|3|10.1093/qje/qjy020,silent,silent,Continuing to pay for unused subscriptions costs consumers approximately $133 more each month.,The Price Ain’t Right? Hospital Prices and Health Spending on the Privately Insured*
dem,dem|20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt|3|https://openalex.org/W207084790,silent,silent,Continuing to pay for unused subscriptions costs consumers approximately $133 more each month.,Costs and Consequences of Federal Telecommunications Regulations
dem,dem|20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt|7|10.1257/0895330054048687,silent,silent,Capping high security deposits advances a measure of equity for immigrants and people of color in California.,"Fussing and Fuming over Fannie and Freddie: How Much Smoke, How Much Fire?"
dem,dem|20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt|7|10.46830/wrirpt.19.00081,silent,silent,Capping high security deposits advances a measure of equity for immigrants and people of color in California.,Ending Conflicts Over Water: Solutions to Water and Security Challenges
dem,dem|20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt|7|https://openalex.org/W1585481818,silent,silent,Capping high security deposits advances a measure of equity for immigrants and people of color in California.,Credit Where It Counts: The Community Reinvestment Act and Its Critics
dem,dem|20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt|7|10.1017/s1474747221000342,silent,silent,Capping high security deposits advances a measure of equity for immigrants and people of color in California.,"Migration, work, and retirement: the case of Mexican-origin populations"
dem,dem|20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt|7|10.52214/cjrl.v13i1.11759,silent,silent,Capping high security deposits advances a measure of equity for immigrants and people of color in California.,AREN’T I A WOMAN DESERVING OF JUSTICE? RESTRUCTURING VAWA’S FUNDING STRUCTURE TO CREATE RACIAL AND GENDER EQUITY
dem,dem|20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt|1|10.1097/aog.0000000000000603,support,support,"Abortion is healthcare, including emergency care.",Incidence of Emergency Department Visits and Complications After Abortion
dem,dem|20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt|1|10.1186/s13643-018-0720-y,support,refute,"Abortion is healthcare, including emergency care.",Barriers to access and utilization of emergency obstetric care at health facilities in sub-Saharan Africa—a systematic r
dem,dem|20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt|1|10.1001/jama.2020.0734,silent,refute,"Abortion is healthcare, including emergency care.","US Health Care Spending by Payer and Health Condition, 1996-2016"
dem,dem|20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt|1|10.1111/1471-0528.13451,silent,refute,"Abortion is healthcare, including emergency care.",Quality of care for pregnant women and newborns—the <scp>WHO</scp> vision
dem,dem|20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt|1|10.1016/s0140-6736(11)60054-8,silent,refute,"Abortion is healthcare, including emergency care.","The Brazilian health system: history, advances, and challenges"
dem,dem|20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt|1|10.1186/s40779-018-0149-6,silent,silent,"The Military and Veterans Affairs Committee plays a vital role in addressing the needs of California’s veterans, service members, and their families.",Effects of therapeutic horseback riding on post-traumatic stress disorder in military veterans
