source,filename,document_date,sentence_index,matched_ai_terms,urls,dois,arxiv,sentence_text
Democratic Assembly,20240425-assemblymember-bauer-kahan-authors-bill-protect-childrens-data-ai.txt,,3,ai; artificial intelligence,,,,This bill will prohibit businesses from using the personal data of children 16 and under to train artificial intelligence (AI) tools without a parent’s authorization.
Democratic Assembly,20240425-assemblymember-bauer-kahan-authors-bill-protect-childrens-data-ai.txt,,5,ai,,,,"This legislation aims to restrict the use of children’s data in AI development, ensuring that their rights are upheld and their sensitive information is not exploited.”"
Democratic Assembly,20240425-assemblymember-bauer-kahan-authors-bill-protect-childrens-data-ai.txt,,6,ai,,,,"""The promises and perils of AI are becoming increasingly clear, with the use of a minor’s personal data presenting an especially urgent set of risks,"""
Democratic Assembly,20240425-assemblymember-bauer-kahan-authors-bill-protect-childrens-data-ai.txt,,8,ai,,,,"""We are grateful for Assemblymember Bauer-Kahan's leadership on this bill that shows foresight in making sure California’s strong data privacy law will also apply to AI products and services used by kids under 16."""
Democratic Assembly,20240425-assemblymember-bauer-kahan-authors-bill-protect-childrens-data-ai.txt,,10,ai,,,,"AB 2877 is sorely needed to ensure responsible AI development and uphold the fundamental rights of our youngest citizens,”"
Democratic Assembly,20240425-assemblymember-bauer-kahan-authors-bill-protect-childrens-data-ai.txt,,12,ai,,,,", who has authored several bills aimed to put guardrails on AI as the chair of the Privacy committee."
Democratic Assembly,20240426-senator-becker-and-assemblymember-berman-present-symbolic-state-check.txt,,15,bias,,,,I learned how to recognize bias.
Democratic Assembly,20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,,2,artificial intelligence,,,,"precedent setting artificial intelligence regulations,"
Democratic Assembly,20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,,4,ai; automated decision,,,,AB 2930 requires developers and users of AI tools to mitigate and asses automated decision tools (ADTs) that make consequential decisions.
Democratic Assembly,20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,,5,ai,,,,"AI decisions are already determining whether people can buy a home, or what medical care they get."
Democratic Assembly,20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,,6,algorithms; bias,,,,"Unlike with human decisions, there is no check or accountability for the bias embedded in these algorithms,” said"
Democratic Assembly,20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,,8,ai,,,,"""AB 2930 continues our work to ensure that AI fulfils its promises of progress and does not drag us backwards with biased results."""
Democratic Assembly,20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,,11,automated decision,,,,Automated decision tools are being used to assess eligibility for a benefit or penalty.
Democratic Assembly,20240521-assembly-passes-assemblymember-bauer-kahans-groundbreaking-bill-eliminate.txt,,16,algorithm,,,,showed that a clinical algorithm used across hospitals for determining patient care was racially biased against Black patients.
Democratic Assembly,20240521-assemblymember-bauer-kahans-bill-protect-childrens-data-ai-passes-floor.txt,,3,ai; artificial intelligence,,,,This bill will prohibit businesses from using the personal data of children 16 and under to train artificial intelligence (AI) tools without a parent’s authorization.
Democratic Assembly,20240521-assemblymember-bauer-kahans-bill-protect-childrens-data-ai-passes-floor.txt,,7,ai,,,,"AB 2877 restricts the use of children’s data in AI development, ensuring their highly sensitive information is not used without express consent.”"
Democratic Assembly,20240521-assemblymember-bauer-kahans-bill-protect-childrens-data-ai-passes-floor.txt,,8,ai,,,,"""The promises and perils of AI are becoming increasingly clear, with the use of a minor’s personal data presenting an especially urgent set of risks,"""
Democratic Assembly,20240521-assemblymember-bauer-kahans-bill-protect-childrens-data-ai-passes-floor.txt,,10,ai,,,,"""We are grateful for Assemblymember Bauer-Kahan's leadership on this bill that shows foresight in making sure California’s strong data privacy law will also apply to AI products and services used by kids under 16."""
Democratic Assembly,20240521-assemblymember-bauer-kahans-bill-protect-childrens-data-ai-passes-floor.txt,,12,ai,,,,"AB 2877 is sorely needed to ensure responsible AI development and uphold the fundamental rights of our youngest citizens,”"
Democratic Assembly,20240522-majority-leader-aguiar-curry-bill-protect-traveling-public-trucking-jobs.txt,,15,automation,,,,"There are hundreds of thousands of trucking jobs that will be lost due to automation in our state if we allow it,” said Lorena Gonzalez, Chief Officer of the California Labor Federation, representing 1,300 unions and 2.3 million union members."
Democratic Assembly,20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,"May 23, 2024",1,artificial intelligence,,,,"– Today the Assembly passed AB 1831, authored by Assemblymember Marc Berman (D-Menlo Park), to criminalize the creation, distribution, and possession of artificial intelligence-generated Child Sexual Abuse Material (CSAM)."
Democratic Assembly,20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,"May 23, 2024",2,ai; artificial intelligence,,,,AB 1831 will address the emerging dangers posed by artificial intelligence (AI) technologies that can create disturbing and harmful content resembling actual children.
Democratic Assembly,20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,"May 23, 2024",4,ai,,,,Today’s resounding bipartisan support for AB 1831 brings us one step closer to cracking down on AI generated pictures and videos of children being sexually abused.
Democratic Assembly,20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,"May 23, 2024",5,ai,,,,"A gap in current law allows real children’s photos to be scraped from the internet, including from social media profiles and school websites, and turned into AI generated sexually explicit content that can be virtually indistinguishable from real children,” said Assemblymember Marc Berman."
Democratic Assembly,20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,"May 23, 2024",6,ai,,,,"“The powerful advocacy of survivors of AI-generated sexual exploitation give voice to the profound harm this abhorrent abuse of technology causes, and underscores the urgent need to pass AB 1831 to protect children across our state.”"
Democratic Assembly,20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,"May 23, 2024",7,ai,,,,Berman Bill to Protect Children from AI Enabled Sexual Exploitation Passes Assembly
Democratic Assembly,20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,"May 23, 2024",9,ai,,,,“This legislation is critical to protecting children from being exploited by rapidly advancing AI.
Democratic Assembly,20240523-bill-protect-children-ai-enabled-sexual-exploitation-passes-assembly.txt,"May 23, 2024",21,ai,,,,"This new bill employs a similarly proactive approach, this time protecting kids and teens against online exploitation that is exacerbated by the rise of AI."
Democratic Assembly,20240523-california-state-assembly-passes-legislation-increase-penalties-corporate.txt,,4,fairness,,,,"“AB 2432 is about fairness and justice — when major corporations break the law, they must be held accountable,”"
Democratic Assembly,20240529-assembly-approves-bill-shield-elections-deceptive-online-deepfakes.txt,,2,ai; generative ai,,,,This bill is an essential step to protect California’s democracy and voters from one of its current greatest threats: disinformation turbocharged by generative AI and deepfakes.
Democratic Assembly,20240529-assembly-approves-bill-shield-elections-deceptive-online-deepfakes.txt,,3,ai,,,,"“We have entered the age of AI-generated disinformation, which poses a severe risk to our elections and our democracy."
Democratic Assembly,20240529-assembly-approves-bill-shield-elections-deceptive-online-deepfakes.txt,,8,ai,,,,"Advances in AI over the last few years make it easy for practically anyone to generate this deceptive content, making it that much more important that we identify and restrict its spread before it has the chance to deceive voters and undermine our democracy."""
Democratic Assembly,20240529-assembly-approves-bill-shield-elections-deceptive-online-deepfakes.txt,,9,ai,,,,"“AI-powered disinformation is a dire threat to our democracy, and is emerging at a moment when our democracy is already badly weakened,” said"
Democratic Assembly,20240529-assembly-approves-bill-shield-elections-deceptive-online-deepfakes.txt,,13,ai,,,,"Since 2020, voters have seen disinformation pollute our politics more than ever, and now with AI-generated deepfakes becoming a routine part of our information ecosystems, the issue is rapidly intensifying."
Democratic Assembly,20240703-california-legislature-passes-historic-school-infrastructure-and-climate.txt,,27,fairness,,,,"Furthermore, the bond sets aside 10% of the money for small districts and expands the number of schools that qualify for financial hardship assistance, ensuring fairness for schools that are unable to issue their own bond."
Democratic Assembly,20240721-addis-statement-president-biden-not-seeking-re-election.txt,,4,fairness,,,,"Since then, his Administration has left an indelible mark on our country by rebuilding America's economic strength, investing in its infrastructure, and restoring our values of fairness, decency, and democracy."
Democratic Assembly,20240815-joint-statement-related-ab-2918-bill-addressing-antisemitism-k-12-schools.txt,,2,bias,,,,"Democratic Caucus Chair Rick Chavez Zbur (D-Hollywood) and Assistant Majority Leader for Policy and Research Dawn Addis (D-Morro Bay) have decided to hold a bill to combat bias in K-12 schools to allow for more time to engage in meaningful discussions with a broad array of groups, leading to better policy that will benefit the ethnic communities that are the focus of the curriculum in a manner that is appropriate for all students."
Democratic Assembly,20240815-joint-statement-related-ab-2918-bill-addressing-antisemitism-k-12-schools.txt,,17,bias,,,,We must teach California's diverse students in ways that uplift and bring them together - and ensure antisemitism and other bias has no place.
Democratic Assembly,20240815-joint-statement-related-ab-2918-bill-addressing-antisemitism-k-12-schools.txt,,18,fairness,,,,"I look forward to much-needed conversation and partnership with Assemblymember Zbur, my colleagues in the Jewish Caucus, educators, families and community leaders as we continue to strive for inclusivity, mutual respect and fairness in K-12 education."""
Democratic Assembly,20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,,1,ai,,,,"Today, Assemblymember Buffy Wicks announced the establishment of a first-in-the-nation partnership with the State, news publishers, major tech companies and philanthropy, unveiling a pair of multi-year initiatives to provide ongoing financial support to newsrooms across California and launch a National AI Accelerator."
Democratic Assembly,20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,,40,ai,,,,"Additionally, researchers and businesses will have access to new resources to explore the use of AI to tackle some of the most complex challenges facing society, and strengthen the workforce through a new National AI Innovation Accelerator."
Democratic Assembly,20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,,41,ai,,,,"This will be administered in collaboration with a private nonprofit, and will provide organizations across industries and communities — from journalism, to the environment, to racial equity and beyond — with financial resources and other support to experiment with AI to assist them in their work."
Democratic Assembly,20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,,42,ai,,,,"The AI accelerator will empower organizations with the new technology, and complement the work of the Journalism Fund by creating new tools to help journalists access and analyze public information."
Democratic Assembly,20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,,46,ai,,,,“California lawmakers have worked with the tech and news sectors to develop a collaborative framework to accelerate AI innovation and support local and national businesses and non-profit organizations.
Democratic Assembly,20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,,47,ai,,,,"This public-private partnership builds on our long history of working with journalism and the local news ecosystem in our home state, while developing a national center of excellence on AI policy.”"
Democratic Assembly,20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,,48,ai,,,,"“A strong press is a key pillar of democracy, and we’re proud to be part of this partnership to utilize AI in support of local journalism across California,” said"
Democratic Assembly,20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,,49,openai,,,,"Jason Kwon, Chief Strategy Officer for OpenAI"
Democratic Assembly,20240821-assemblymember-wicks-secures-agreement-state-major-tech-companies-support.txt,,51,ai,,,,"“This initiative builds on our longstanding work to help newsrooms and journalists around the world leverage AI to improve workflows, better connect users to quality content, and help news organizations shape the future of this emerging technology.”"
Democratic Assembly,20240828-assemblymember-alex-lees-legislation-tackle-lbgtq-inequalities-heads.txt,,13,bias,,,,"motivated by sexual orientation bias in California, an increase of 29% from the previous year."
Democratic Assembly,20240828-assemblymember-arambula-issues-statement-regarding-assembly-bill-1840.txt,,17,fairness,,,,This is a bill about fairness.
Democratic Assembly,20240828-bill-shield-elections-deceptive-online-deepfakes-passes-legislature.txt,,2,ai; generative ai,,,,"This bill, which is narrowly tailored to apply close to an election, is an essential step to protect California voters – and our democracy – from the real and growing threat of disinformation that is turbocharged by generative AI and deepfakes."
Democratic Assembly,20240828-bill-shield-elections-deceptive-online-deepfakes-passes-legislature.txt,,3,ai,,,,"“We have entered the age of AI-generated disinformation, which poses a severe risk to our elections and our democracy."
Democratic Assembly,20240828-bill-shield-elections-deceptive-online-deepfakes-passes-legislature.txt,,8,ai,,,,Advances in AI over the last few years make it too easy for practically anyone to generate this hyper-realistic content.
Democratic Assembly,20240828-bill-shield-elections-deceptive-online-deepfakes-passes-legislature.txt,,17,ai,,,,"Since 2020, voters have seen disinformation pollute our politics more than ever, and now with AI-generated deepfakes becoming a routine part of our information ecosystems, the issue is rapidly intensifying."
Democratic Assembly,20240830-california-strengthens-landmark-gvro-law-hate-based-gun-violence-prevention.txt,"September 30, 2024",11,bias,,,,", hate crimes involving racial, religious, sexual orientation, and gender bias all increased between 2021 and 2022."
Democratic Assembly,20240831-legislature-approves-bill-protect-children-ai-enabled-sexual-exploitation.txt,,1,artificial intelligence,,,,"– Tonight the Legislature passed AB 1831, authored by Assemblymember Marc Berman (D-Menlo Park), to criminalize the creation, distribution, and possession of artificial intelligence-generated Child Sexual Abuse Material (CSAM)."
Democratic Assembly,20240831-legislature-approves-bill-protect-children-ai-enabled-sexual-exploitation.txt,,2,ai; artificial intelligence,,,,"If signed by the Governor, AB 1831 will address the emerging dangers posed by artificial intelligence (AI) technologies creating disturbing and harmful content resembling actual children."
Democratic Assembly,20240831-legislature-approves-bill-protect-children-ai-enabled-sexual-exploitation.txt,,3,ai,,,,“AB 1831’s passage through the Legislature brings California one step closer to cracking down on AI-generated pictures and videos of children being sexually abused.
Democratic Assembly,20240831-legislature-approves-bill-protect-children-ai-enabled-sexual-exploitation.txt,,4,ai,,,,"This would not be possible if it were not for the powerful advocacy from survivors of AI-generated sexual exploitation, who gave voice to the lasting harm this abuse of technology causes,"""
Democratic Assembly,20240831-legislature-approves-bill-protect-children-ai-enabled-sexual-exploitation.txt,,7,ai,,,,"“Current law allows real children’s photos to be scraped from the internet, including from social media profiles and school websites, and turned into AI-generated sexually explicit content that can be virtually indistinguishable from real children."
Democratic Assembly,20240831-legislature-approves-bill-protect-children-ai-enabled-sexual-exploitation.txt,,34,ai,,,,"This new bill employs a similarly proactive approach, this time protecting kids and teens against online exploitation that is exacerbated by the rise of AI."
Democratic Assembly,20240905-assemblywoman-petrie-norris-concludes-2023-24-legislative-session-passage.txt,,24,fairness,,,,"- Introduces revisions to improve firearm restrictions, ensuring fairness and consistency while strengthening protections for domestic violence survivors and the public."
Democratic Assembly,20240906-assemblymember-arambula-responds-governors-veto-assembly-bill-1840.txt,,11,fairness,,,,“I have always believed this bill is about fairness.
Democratic Assembly,20240911-democratic-caucus-chair-rick-chavez-zbur-champions-key-legislation-protect.txt,"January 1, 2025",80,bias,,,,"Hate crimes involving racial, religious, sexual orientation, and gender bias all increased between 2021 and 2022."
Democratic Assembly,20240916-governor-newsom-signs-ab-1836-protect-deceased-performers-ai-exploitation.txt,,4,ai; generative ai,,,,"This groundbreaking legislation, sponsored by SAGAFTRA, aims to prevent the exploitation of deceased performers by generative AI, prohibiting the unauthorized replication of their likenesses without consent."
Democratic Assembly,20240916-governor-newsom-signs-ab-1836-protect-deceased-performers-ai-exploitation.txt,,8,ai; artificial intelligence,,,,"""CA has always had the best protections for artists in order to safeguard their work and likeness, but artificial intelligence (AI) requires us to continue to update the law to ensure that we are fully protecting our amazing performers."
Democratic Assembly,20240916-governor-newsom-signs-ab-1836-protect-deceased-performers-ai-exploitation.txt,,12,ai; generative ai,,,,"AB 1836 addresses the growing concern that generative AI tools could be used to digitally recreate new performances of deceased artists, without their or their families’ consent, for movies, television shows, and other entertainment purposes."
Democratic Assembly,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,,1,ai; artificial intelligence,,,,"– Today, Assemblymember Ash Kalra (D-San José), SAG-AFTRA, and California Labor Federation celebrate Governor Newsom’s signing of AB 2602, which requires informed consent by performers in film, music, and other entertainment sectors if studios wish to utilize their digital replicas created through artificial intelligence (AI) technology."
Democratic Assembly,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,,8,ai,,,,"While the industry explores new opportunities with AI, performers must not be exploited or coerced into relinquishing the rights to their digital selves."
Democratic Assembly,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,,11,ai,,,,Newsom signed an essential piece of legislation protecting individuals in the AI age.
Democratic Assembly,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,,12,ai,,,,"In the decade ahead, technological innovation will change human life in myriad ways, and it’s essential that our laws enshrine the fundamental right of meaningful and informed consent for any form of AI replication of people."
Democratic Assembly,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,,13,ai,,,,Thank you Assembly member Kalra for working with SAG-AFTRA on AB 2602 and for your dedication to protecting Californians from AI exploitation and abuse.
Democratic Assembly,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,,16,artificial intelligence,,,,"“We have a responsibility to regulate Artificial Intelligence in the workplace to ensure the people actually doing the work are protected from exploitation and have a say in the use of these new technologies,” said"
Democratic Assembly,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,,20,ai,,,,This law is a model for how we should be regulating AI in all industries and requiring workers’ input in the process of ever-changing technologies.”
Democratic Assembly,20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,,3,ai,,,,The narrowly tailored law is an essential step to protect our democracy from the growing threat of AI-generated disinformation.
Democratic Assembly,20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,,4,ai,,,,“AI-generated disinformation poses a clear and present risk to our elections and our democracy.
Democratic Assembly,20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,,9,ai,,,,Advances in AI over the last few years make it remarkably easy for practically anyone to generate this hyper-realistic content.
Democratic Assembly,20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,,12,ai,,,,"""With the Governor's signature, California has signaled to the rest of the country that it is ready to lead the fight against AI-powered disinformation,"""
Democratic Assembly,20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,,16,ai,,,,"With today's move, California has signaled we won't make the same mistake with AI.”"
Democratic Assembly,20240917-governor-newsom-signs-historic-legislation-shield-elections-deceptive.txt,,20,ai,,,,"Since 2020, voters have seen disinformation pollute our politics more than ever, and now with AI-generated deepfakes becoming a routine part of our information ecosystems, the issue is rapidly intensifying."
Democratic Assembly,20240927-governor-newsom-signs-new-law-hold-corporations-accountable-fund-essential.txt,,9,fairness,,,,"is about fairness and justice — when major corporations break the law, they must be held accountable,”"
Democratic Assembly,20240927-governor-signs-bill-help-track-domestic-violence-cases-california-native.txt,,14,bias,,,,"Underreporting, racial misclassification, bias, and lack of resources to follow through and close cases are challenges when working on MMIP cases."
Democratic Assembly,20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,,1,artificial intelligence,,,,"– Today Governor Gavin Newsom signed AB 1831, authored by Assemblymember Marc Berman (D-Menlo Park), to criminalize the creation, distribution, and possession of artificial intelligence-generated Child Sexual Abuse Material (CSAM)."
Democratic Assembly,20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,,2,ai; artificial intelligence,,,,The new law will address the rapidly accelerating dangers posed by artificial intelligence (AI) technologies creating disturbing and harmful content resembling actual children.
Democratic Assembly,20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,,3,ai,,,,AB 1831 is one of three bills Assemblymember Berman successfully authored this year to protect Californians from fast-moving AI technology and advance the responsible use of AI.
Democratic Assembly,20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,,4,ai,,,,"“Child sexual abuse material must be illegal to create, possess, and distribute in California, whether the images are AI generated or of actual children."
Democratic Assembly,20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,,5,ai,,,,"AI that is used to create these awful images is trained from thousands of images of real children being abused, revictimizing those children all over again,"""
Democratic Assembly,20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,,8,ai,,,,"""I'm grateful to Governor Newsom for signing AB 1831, which will ensure that the sexual exploitation of children in California is illegal—including AI-generated pictures and videos of children being sexually abused."
Democratic Assembly,20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,,9,ai,,,,"This would not be possible without the powerful advocacy from survivors of AI-generated sexual exploitation, like Disney star Kaylin Hayman, who bravely testified to the lasting harm this digital abuse causes to children."
Democratic Assembly,20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,,11,ai,,,,"In addition to AB 1831, Governor Newsom signed AB 2876 (Berman) which integrates AI literacy content into the core curriculum for all K-12 students in California."
Democratic Assembly,20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,,24,ai,,,,"Today, a dangerous AI loophole has now been closed."""
Democratic Assembly,20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,,25,artificial intelligence,,,,"“The emergence over the past year of generative artificial intelligence (GAI) platforms that can be used to create child sexual abuse material (CSAM) and facilitate child sexual exploitation is a recent example of a new technology that is challenging efforts to keep children safe and to detect, identify, remove, investigate, and prosecute online CSAM and sexually exploitative content relating to children."
Democratic Assembly,20240929-california-criminalizes-ai-enabled-child-sexual-abuse.txt,,42,ai,,,,"This new bill employs a similarly proactive approach, this time protecting kids and teens against online exploitation that is exacerbated by the rise of AI."
Democratic Assembly,20240930-assemblymember-dr-corey-jacksons-bill-ab-1877-signed-law-offering-youth.txt,,17,fairness,,,,"AB 1877 is a reflection of California’s dedication to justice and fairness for all, especially for those who deserve a chance to turn their lives around free of systemic barriers ,” Dr."
Democratic Assembly,20240930-governor-newsom-signs-ab-2319-reduce-black-maternal-mortality-through.txt,"June 1, 2025",2,bias,,,,"Wilson proudly announces that Governor Gavin Newsom has signed AB 2319, a landmark piece of legislation aimed at reducing racial and ethnic disparities in maternal and infant healthcare outcomes by expanding and strengthening implicit bias training for healthcare providers in California."
Democratic Assembly,20240930-governor-newsom-signs-ab-2319-reduce-black-maternal-mortality-through.txt,"June 1, 2025",4,bias,,,,AB 2319 builds on existing laws requiring implicit bias training for healthcare providers involved in perinatal care.
Democratic Assembly,20240930-governor-newsom-signs-ab-2319-reduce-black-maternal-mortality-through.txt,"June 1, 2025",13,bias,,,,"Under AB 2319, healthcare providers must complete their initial implicit bias training by June 1, 2025, with new providers required to complete training within six months of their start date."
Democratic Assembly,20241001-ab-2192.txt,,3,fairness,,,,“This will help us promote uniformity and fairness in cost accounting standards for construction work performed or contracted.
Democratic Assembly,20241001-assemblywoman-petrie-norris-announces-12-bills-signed-law-during-2024.txt,,19,fairness,,,,"– Introduces revisions to improve firearm restrictions, ensuring fairness and consistency while strengthening protections for domestic violence survivors and the public."
Democratic Assembly,20241003-california-teach-ai-literacy-every-grade.txt,,1,ai; artificial intelligence,,,,"—Governor Newsom has signed AB 2876, Assemblymember Marc Berman’s (D-Menlo Park) legislation to integrate Artificial Intelligence (AI) literacy into the core curriculum for all K-12 students in California."
Democratic Assembly,20241003-california-teach-ai-literacy-every-grade.txt,,2,ai,,,,"AB 2876 responds to the rapid proliferation of AI in nearly every aspect of young people’s lives, as well as the impact AI will have on their futures."
Democratic Assembly,20241003-california-teach-ai-literacy-every-grade.txt,,3,ai,,,,"“AI has the potential to positively impact the way we live, but only if we know how to use it, and use it responsibly,”"
Democratic Assembly,20241003-california-teach-ai-literacy-every-grade.txt,,5,ai,,,,“Children and young people today must navigate a world—and job market—transformed by fast-moving AI technology.
Democratic Assembly,20241003-california-teach-ai-literacy-every-grade.txt,,6,ai,,,,"We have a responsibility to ensure that all students, no matter their future profession, understand basic AI principles and applications, that they have the skills to recognize when AI is employed, and are aware of AI’s implications, limitations, and ethical considerations."
Democratic Assembly,20241003-california-teach-ai-literacy-every-grade.txt,,7,ai,,,,"This new law will equip all California students with the skills and training they need to be safe, ethical, and successful users of AI as it becomes more mainstream.”"
Democratic Assembly,20241003-california-teach-ai-literacy-every-grade.txt,,9,ai,,,,"If California is to successfully harness the tremendous promise AI offers, it is vital that we place greater emphasis and resources on preparing students with the foundational knowledge and skills necessary to identify, understand, and successfully utilize all kinds of AI that they may encounter in their future workplaces."
Democratic Assembly,20241003-california-teach-ai-literacy-every-grade.txt,,10,ai,,,,"Just like reading, writing, and arithmetic, digital literacy and AI literacy are basic skills that students need to develop if they are to succeed in the modern world,”"
Democratic Assembly,20241003-california-teach-ai-literacy-every-grade.txt,,12,ai,,,,"AB 2876 directs the Instructional Quality Commission (IQC) to incorporate AI literacy content into the mathematics, science, and history-social science curriculum frameworks and instructional materials at their next revision."
Democratic Assembly,20241003-california-teach-ai-literacy-every-grade.txt,,14,ai; artificial intelligence,,,,"AI literacy is defined as the knowledge, skills, and attitudes associated with how artificial intelligence works, including its principles, concepts, and applications, as well as how to use artificial intelligence, including its limitations, implications, and ethical considerations."
Democratic Assembly,20241003-california-teach-ai-literacy-every-grade.txt,,16,ai; artificial intelligence,,,,"According to the 2023 AI Index report by the Stanford Institute for Human Centered Artificial Intelligence, “the demand for AI-related professional skills is increasing across virtually every American industrial sector.” The report goes on to find, “AI systems are increasingly deployed in the real world."
Democratic Assembly,20241003-california-teach-ai-literacy-every-grade.txt,,17,ai,,,,"However, there often exists a disparity between the individuals who develop AI and those who use AI.”"
Democratic Assembly,20241003-california-teach-ai-literacy-every-grade.txt,,18,ai; artificial intelligence,,,,"According to a May 2023 special report in Education Week, experts argue “AI literacy is something that every student needs exposure to—not just those who are planning on a career in computer science” as “K-12 students have grown up in a world where artificial intelligence informs what their families buy at the grocery store, how scientists track the spread of diseases, and even how the photo filters work on their favorite social media apps.”"
Democratic Assembly,20241009-assemblymember-bauer-kahan-celebrates-productive-legislative-session.txt,,1,ai,,,,"– Assemblymember Rebecca Bauer-Kahan (D-Orinda) is proud to announce the successful passage of numerous key bills during the 2024 legislative session, addressing critical issues ranging from increasing water theft penalties to protecting reproductive rights, ensuring consumer privacy, and advancing AI regulations."
Democratic Assembly,20241009-assemblymember-bauer-kahan-celebrates-productive-legislative-session.txt,,14,ai,,,,Expands protections under the CCPA to include AI to ensure stronger consumer privacy rights.
Democratic Assembly,20241009-assemblymember-bauer-kahan-celebrates-productive-legislative-session.txt,,25,ai,,,,Protecting from AI Image Exploitation:
Democratic Assembly,20241009-assemblymember-bauer-kahan-celebrates-productive-legislative-session.txt,,26,artificial intelligence,,,,Safeguards artists and performers from posthumous exploitation by artificial intelligence.
Democratic Assembly,20241009-assemblymember-bauer-kahan-celebrates-productive-legislative-session.txt,,49,fairness,,,,Fairness Act:
Democratic Assembly,20241009-assemblymember-bauer-kahan-celebrates-productive-legislative-session.txt,,53,artificial intelligence,,,,Defining Artificial Intelligence:
Democratic Assembly,20241009-assemblymember-bauer-kahan-celebrates-productive-legislative-session.txt,,54,artificial intelligence,,,,Establishes a legal definition for artificial intelligence in California statutes.
Democratic Assembly,20241014-2023-2024-legislative-wrap-governor-gavin-newsom-signs-twelve-bills.txt,"January 1, 2025",76,bias,,,,"Hate crimes involving racial, religious, sexual orientation, and gender bias all increased between 2021 and 2022."
Democratic Assembly,20241107-democratic-caucus-chair-rick-chavez-zbur-applauds-governor-newsoms-special.txt,,2,fairness,,,,"“California has always been a place where values like compassion, fairness, and justice aren’t just words—they are our guiding principles,” said"
Democratic Assembly,20241202-assemblymember-mia-bonta-introduces-bills-support-reproductive-maternal.txt,,53,fairness,,,,“AB 50 will ensure equity and fairness by removing these hoops for those on Medi-Cal.”
Democratic Assembly,20241204-assembly-majority-leader-aguiar-curry-champions-pregnancy-leave-educators.txt,"December 3, 2024",10,fairness,,,,State leaders and advocates voice their broad support for AB 65 as a matter of economic sensibility and fairness.
Democratic Assembly,20241204-assembly-majority-leader-aguiar-curry-champions-pregnancy-leave-educators.txt,"December 3, 2024",20,fairness,,,,“This legislation is not just necessary—it’s a matter of fairness.
Democratic Assembly,20241204-california-legislative-womens-caucus-celebrate-record-breaking-milestone.txt,"December 2, 2024",5,artificial intelligence,,,,"“Our collective leadership will get things done on affordable housing, access to healthcare, climate, childcare, artificial intelligence, and economic opportunity.”"
